timestamp;datetime;focus_value;focus_metric;is_locked;lock_position;current_position;pi_output;crop_size;crop_center;error;integral_term;derivative_term;step_size_um;travel_used_um
1766231943.198862;2025-12-20 12:59:03.198;420.2071172640456;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231953.193826;2025-12-20 12:59:13.193;420.0691184449622;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231953.55073;2025-12-20 12:59:13.550;420.4637528593968;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231954.498515;2025-12-20 12:59:14.498;420.197278840242;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231954.8029099;2025-12-20 12:59:14.802;420.35541336285274;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231955.036109;2025-12-20 12:59:15.036;420.52567549800796;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231955.2741911;2025-12-20 12:59:15.274;420.4333136852545;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231955.512084;2025-12-20 12:59:15.512;419.7180348722617;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231955.74946;2025-12-20 12:59:15.749;419.9121634347073;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231956.019;2025-12-20 12:59:16.019;419.87010561698946;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231956.253221;2025-12-20 12:59:16.253;420.3821860855994;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231956.4888058;2025-12-20 12:59:16.488;420.2491394619001;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231956.724033;2025-12-20 12:59:16.724;419.97048342207984;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231956.979085;2025-12-20 12:59:16.979;419.8386105687517;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231957.213891;2025-12-20 12:59:17.213;419.68695451971354;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231957.4677958;2025-12-20 12:59:17.467;420.16113402308457;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231957.718518;2025-12-20 12:59:17.718;420.16031522775575;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231957.996156;2025-12-20 12:59:17.996;419.9085401638922;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231958.230564;2025-12-20 12:59:18.230;420.4109364018801;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231958.4722822;2025-12-20 12:59:18.472;420.4980535992581;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231958.892972;2025-12-20 12:59:18.892;420.4269963904795;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231959.121791;2025-12-20 12:59:19.121;420.26718629242686;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231959.366266;2025-12-20 12:59:19.366;419.81032915142004;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231959.606622;2025-12-20 12:59:19.606;420.14819575995347;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231959.866016;2025-12-20 12:59:19.866;419.8238200541939;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231960.13861;2025-12-20 12:59:20.138;419.7542101843752;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231960.381488;2025-12-20 12:59:20.381;420.440522483994;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231960.612694;2025-12-20 12:59:20.612;420.45454414022083;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231960.844557;2025-12-20 12:59:20.844;420.2523152312027;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231961.070388;2025-12-20 12:59:21.070;419.8942182426746;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231961.29955;2025-12-20 12:59:21.299;420.1252785599222;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231961.531569;2025-12-20 12:59:21.531;420.4320898637229;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231961.7544901;2025-12-20 12:59:21.754;420.3226956619584;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231961.9787369;2025-12-20 12:59:21.978;420.438457342212;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231962.251765;2025-12-20 12:59:22.251;420.45373071157263;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231962.488689;2025-12-20 12:59:22.488;420.5106588291696;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231962.7171159;2025-12-20 12:59:22.717;420.419731790939;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231963.004503;2025-12-20 12:59:23.004;420.38953320412696;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231963.23685;2025-12-20 12:59:23.236;420.5132932929777;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231963.470668;2025-12-20 12:59:23.470;420.46348740687995;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231963.751047;2025-12-20 12:59:23.751;420.34025574728815;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231963.9796748;2025-12-20 12:59:23.979;420.52785506066886;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231964.2305422;2025-12-20 12:59:24.230;420.42938295210905;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231964.4821289;2025-12-20 12:59:24.482;420.34772930090065;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231964.713687;2025-12-20 12:59:24.713;420.43464647139933;peak;False;;9647.5;;1168;[1268, 1260];;;;;0.0
1766231964.947246;2025-12-20 12:59:24.947;399.9550894962534;peak;False;;9727.8125;;1168;[1268, 1260];;;;;0.0
1766231965.178668;2025-12-20 12:59:25.178;399.91863192290083;peak;False;;9727.8125;;1168;[1268, 1260];;;;;0.0
1766231965.4198499;2025-12-20 12:59:25.419;400.1394148136122;peak;False;;9727.8125;;1168;[1268, 1260];;;;;0.0
1766231965.659877;2025-12-20 12:59:25.659;400.23135520312337;peak;False;;9727.8125;;1168;[1268, 1260];;;;;0.0
1766231965.896402;2025-12-20 12:59:25.896;400.18347471746523;peak;False;;9727.8125;;1168;[1268, 1260];;;;;0.0
1766231966.128224;2025-12-20 12:59:26.128;400.2548960261428;peak;False;;9727.8125;;1168;[1268, 1260];;;;;0.0
1766231966.3747652;2025-12-20 12:59:26.374;405.030695327019;peak;False;;9727.8125;;1168;[1268, 1260];;;;;0.0
1766231966.6104052;2025-12-20 12:59:26.610;435.5289727640563;peak;False;;9727.8125;;1168;[1268, 1260];;;;;0.0
1766231966.8456461;2025-12-20 12:59:26.845;462.5388973022875;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231967.078581;2025-12-20 12:59:27.078;466.4972284165884;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231967.333844;2025-12-20 12:59:27.333;466.53681969321406;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231967.561451;2025-12-20 12:59:27.561;466.5143516340359;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231967.788329;2025-12-20 12:59:27.788;466.5423769739105;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231968.013592;2025-12-20 12:59:28.013;466.5501472264804;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231968.242333;2025-12-20 12:59:28.242;466.6805086782472;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231968.756056;2025-12-20 12:59:28.756;466.5492138241221;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231968.985806;2025-12-20 12:59:28.985;466.4317379496263;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231969.219288;2025-12-20 12:59:29.219;466.5196226991583;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231969.482555;2025-12-20 12:59:29.482;466.4234364806947;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231969.710201;2025-12-20 12:59:29.710;466.6270528053025;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231969.94545;2025-12-20 12:59:29.945;466.63383824130545;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231970.1881258;2025-12-20 12:59:30.188;466.39834396743674;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231970.4702778;2025-12-20 12:59:30.470;466.5529135870009;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231971.134002;2025-12-20 12:59:31.134;466.5645186738815;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231971.391525;2025-12-20 12:59:31.391;466.4332453708792;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231971.625761;2025-12-20 12:59:31.625;466.5839303397458;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231971.8557591;2025-12-20 12:59:31.855;466.50684369048383;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231972.090488;2025-12-20 12:59:32.090;466.6621490159341;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231972.323135;2025-12-20 12:59:32.323;466.4787263536383;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231972.557523;2025-12-20 12:59:32.557;466.31516790723356;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231972.784748;2025-12-20 12:59:32.784;450.5076822860904;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231973.042062;2025-12-20 12:59:33.042;431.5208508691078;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231973.272804;2025-12-20 12:59:33.272;417.0094923823523;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
1766231973.507652;2025-12-20 12:59:33.507;400.1188929701446;peak;False;;9484.0625;;1168;[1268, 1260];;;;;0.0
