timestamp;datetime;focus_value;focus_metric;is_locked;lock_position;current_position;pi_output;crop_size;crop_center;error;integral_term;derivative_term;step_size_um;travel_used_um
1765623847.0267708;2025-12-13 12:04:07.026;828.2159966649652;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623847.8197591;2025-12-13 12:04:07.819;828.230489836463;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623848.321792;2025-12-13 12:04:08.321;828.2556699876142;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623848.729878;2025-12-13 12:04:08.729;828.2271446711812;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623849.026669;2025-12-13 12:04:09.026;828.227847553355;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623849.366337;2025-12-13 12:04:09.366;828.201998682747;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623849.6635761;2025-12-13 12:04:09.663;828.2098767027524;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623849.9471412;2025-12-13 12:04:09.947;828.1764587088292;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623850.277709;2025-12-13 12:04:10.277;828.1691425960228;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623850.5784872;2025-12-13 12:04:10.578;828.1688511922872;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623850.911849;2025-12-13 12:04:10.911;828.17304671992;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623851.306705;2025-12-13 12:04:11.306;828.2302305704602;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623851.616725;2025-12-13 12:04:11.616;828.2410671132368;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623851.8964171;2025-12-13 12:04:11.896;828.2460267092274;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623852.217887;2025-12-13 12:04:12.217;828.3402895178281;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623852.5153742;2025-12-13 12:04:12.515;828.3066723140665;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623852.9305139;2025-12-13 12:04:12.930;828.2523295932964;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623853.259298;2025-12-13 12:04:13.259;828.2723336734264;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623853.531997;2025-12-13 12:04:13.531;828.2618038044592;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623853.855211;2025-12-13 12:04:13.855;828.2043397861049;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623855.0689752;2025-12-13 12:04:15.068;828.1652610667514;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623855.389697;2025-12-13 12:04:15.389;828.1685584807121;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623855.6708639;2025-12-13 12:04:15.670;828.2151332871341;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623855.941997;2025-12-13 12:04:15.941;828.2186176182743;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623856.2638998;2025-12-13 12:04:16.263;828.3159300522705;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623856.607233;2025-12-13 12:04:16.607;828.1492801385643;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623856.917922;2025-12-13 12:04:16.917;828.2080752735593;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623857.421526;2025-12-13 12:04:17.421;828.2335555355853;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623857.744301;2025-12-13 12:04:17.744;828.2192549165583;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623858.046299;2025-12-13 12:04:18.046;828.2675942301069;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623858.361142;2025-12-13 12:04:18.361;828.2566093035568;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623858.647792;2025-12-13 12:04:18.647;828.2759416678774;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623858.91785;2025-12-13 12:04:18.917;828.2829041064657;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623859.2622569;2025-12-13 12:04:19.262;828.2595951452803;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623859.589738;2025-12-13 12:04:19.589;828.2324725375856;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623859.865838;2025-12-13 12:04:19.865;828.2391248414618;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623860.149062;2025-12-13 12:04:20.149;828.2161988408907;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623860.677001;2025-12-13 12:04:20.677;828.1840185236737;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623860.967726;2025-12-13 12:04:20.967;828.1873725704447;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623861.3866482;2025-12-13 12:04:21.386;828.1744468047639;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623877.694031;2025-12-13 12:04:37.694;828.2107882983676;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623878.478378;2025-12-13 12:04:38.478;828.2281715136595;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623879.13889;2025-12-13 12:04:39.138;828.2063089452955;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623879.464446;2025-12-13 12:04:39.464;828.1989489860217;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623879.911191;2025-12-13 12:04:39.911;828.1733290722323;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623880.369865;2025-12-13 12:04:40.369;828.178658722481;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623880.7187269;2025-12-13 12:04:40.718;828.149040337159;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623881.226434;2025-12-13 12:04:41.226;828.1396989037235;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623882.20382;2025-12-13 12:04:42.203;828.1758850228873;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623882.680574;2025-12-13 12:04:42.680;828.1563644466181;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623883.2528691;2025-12-13 12:04:43.252;828.1654513276826;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623883.7134268;2025-12-13 12:04:43.713;828.1636023573197;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623884.248151;2025-12-13 12:04:44.248;828.1774791719935;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623884.668489;2025-12-13 12:04:44.668;828.1810332036307;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623885.085335;2025-12-13 12:04:45.085;828.1956640888532;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623886.023294;2025-12-13 12:04:46.023;828.1810329480518;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623886.514462;2025-12-13 12:04:46.514;828.154102756346;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623887.0945;2025-12-13 12:04:47.094;828.2028992432062;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623887.522466;2025-12-13 12:04:47.522;828.2103443425057;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623888.005048;2025-12-13 12:04:48.005;828.1774531872378;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623888.486332;2025-12-13 12:04:48.486;828.2148903510988;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623888.910781;2025-12-13 12:04:48.910;828.1882999453239;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623889.263136;2025-12-13 12:04:49.263;828.1972443646576;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623889.848951;2025-12-13 12:04:49.848;828.1881128013616;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623890.283084;2025-12-13 12:04:50.283;828.1623558580098;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623890.724998;2025-12-13 12:04:50.724;828.1896605366575;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623891.084787;2025-12-13 12:04:51.084;828.1738583658856;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623891.436834;2025-12-13 12:04:51.436;828.1997895367043;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623892.356201;2025-12-13 12:04:52.356;828.2817012864332;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623892.79422;2025-12-13 12:04:52.794;828.1925030164167;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623893.272479;2025-12-13 12:04:53.272;828.1091787457016;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623893.597785;2025-12-13 12:04:53.597;828.0624313043234;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623893.950196;2025-12-13 12:04:53.950;828.086314486217;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623894.287154;2025-12-13 12:04:54.287;828.223863182102;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623894.6114728;2025-12-13 12:04:54.611;828.1340665931743;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623895.027618;2025-12-13 12:04:55.027;828.1580092876786;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623895.3298821;2025-12-13 12:04:55.329;828.153308732164;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623895.633485;2025-12-13 12:04:55.633;828.1863006125685;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623896.068205;2025-12-13 12:04:56.068;828.1647683547952;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623896.425368;2025-12-13 12:04:56.425;828.1934007882414;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623896.9288;2025-12-13 12:04:56.928;828.1848770238385;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623897.24755;2025-12-13 12:04:57.247;828.1312018535127;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623897.635823;2025-12-13 12:04:57.635;828.1122241653446;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623897.987274;2025-12-13 12:04:57.987;828.1076826284648;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623898.3561442;2025-12-13 12:04:58.356;828.1021055541408;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623898.7115252;2025-12-13 12:04:58.711;828.1109077818744;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623899.214607;2025-12-13 12:04:59.214;828.1983024002318;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623899.604137;2025-12-13 12:04:59.604;828.1593380415205;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623900.011977;2025-12-13 12:05:00.011;828.1402794309606;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623900.4234061;2025-12-13 12:05:00.423;828.1429958907012;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623900.80992;2025-12-13 12:05:00.809;828.1572160161359;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623902.1797829;2025-12-13 12:05:02.179;828.05078280709;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623902.88996;2025-12-13 12:05:02.889;828.077224786012;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623903.9053252;2025-12-13 12:05:03.905;828.1786166933852;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623904.422393;2025-12-13 12:05:04.422;828.1735519135057;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623904.822973;2025-12-13 12:05:04.822;828.1602388998901;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623905.205287;2025-12-13 12:05:05.205;828.1347578640438;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623906.150838;2025-12-13 12:05:06.150;828.0612919516846;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623906.5375009;2025-12-13 12:05:06.537;828.1037368291464;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623907.029938;2025-12-13 12:05:07.029;828.1786070672835;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623907.4983418;2025-12-13 12:05:07.498;828.1457360530986;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623908.0379689;2025-12-13 12:05:08.037;828.1440534486069;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623908.3890061;2025-12-13 12:05:08.389;828.1598386634274;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623908.772636;2025-12-13 12:05:08.772;828.1434408397618;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623909.1831481;2025-12-13 12:05:09.183;828.1248284041358;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623909.557175;2025-12-13 12:05:09.557;828.1501939928347;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623910.007242;2025-12-13 12:05:10.007;828.1135042042515;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623910.388839;2025-12-13 12:05:10.388;828.1280360923415;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623910.7291992;2025-12-13 12:05:10.729;828.13544231184;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623911.253303;2025-12-13 12:05:11.253;828.1167952925504;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623911.675669;2025-12-13 12:05:11.675;828.1056685554995;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623912.2319858;2025-12-13 12:05:12.231;828.1686879482132;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623912.679738;2025-12-13 12:05:12.679;828.1367918079222;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623913.113683;2025-12-13 12:05:13.113;828.0871871401952;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623913.669738;2025-12-13 12:05:13.669;828.1075267533326;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623914.207037;2025-12-13 12:05:14.207;828.1237719371309;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623914.599773;2025-12-13 12:05:14.599;828.1476528231512;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623915.019955;2025-12-13 12:05:15.019;828.1012791543579;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623915.463444;2025-12-13 12:05:15.463;828.1799409812174;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623915.8319821;2025-12-13 12:05:15.831;828.0782806701604;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623916.2974;2025-12-13 12:05:16.297;828.08570298606;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623916.789131;2025-12-13 12:05:16.789;828.0274714216547;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623917.2744892;2025-12-13 12:05:17.274;828.0239635384838;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623917.687189;2025-12-13 12:05:17.687;828.0143440857764;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623918.06612;2025-12-13 12:05:18.066;828.0074876560917;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623918.509699;2025-12-13 12:05:18.509;827.9761039135653;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623918.9293299;2025-12-13 12:05:18.929;827.9808809522507;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623919.30054;2025-12-13 12:05:19.300;827.95873895373;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623919.6869938;2025-12-13 12:05:19.686;827.9546443408616;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623920.050538;2025-12-13 12:05:20.050;827.9600241000074;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623920.4236622;2025-12-13 12:05:20.423;827.9366787016376;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623920.890136;2025-12-13 12:05:20.890;827.9301862447937;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
1765623921.199004;2025-12-13 12:05:21.199;827.941703778461;peak;False;;-7310.0;;1364;[1204, 1084];;;;;0.0
