1701790982.131754,9999
1701791061.3170009,9999
1701791063.320517,9999
1701791065.328834,9999
1701791067.3344011,9999
1701791069.3367171,9999
1701791071.3451278,9999
1701791073.352066,9999
1701791075.358392,9999
1701791077.363304,9999
1701791079.369868,9999
1701791081.373621,9999
1701791083.382175,9999
1701791085.391213,9999
1701791087.397829,9999
1701791089.4016058,9999
1701791091.4115698,9999
1701791093.421294,9999
1701791095.4289641,9999
1701791097.43268,9999
1701791099.438263,9999
1701791101.44607,9999
1701791103.447855,9999
1701791105.452731,9999
1701791107.458366,9999
1701791109.465558,9999
1701791111.4766688,9999
1701791113.4822662,9999
1701791115.4903,9999
1701791117.4970229,9999
1701791119.509689,9999
1701791121.516789,9999
1701791123.526798,9999
1701791125.5353951,9999
1701791127.542465,9999
1701791129.550693,9999
1701791131.5578701,9999
1701791133.5648692,9999
1701791135.57234,9999
1701791137.579417,9999
1701791139.5857248,9999
1701791141.5926778,9999
1701791143.599839,9999
1701791145.6070342,9999
1701791147.615613,9999
1701791149.625621,9999
1701791151.629519,9999
1701791153.636422,9999
1701791155.6443672,9999
1701791157.651971,9999
1701791159.655026,9999
1701791161.659471,9999
1701791163.66669,9999
1701791165.6742358,9999
1701791167.684479,9999
1701791169.6868758,9999
1701791171.6981041,9999
1701791173.703128,9999
1701791175.713302,9999
1701791177.717268,9999
1701791179.724004,9999
1701791181.732575,9999
1701791183.746519,9999
1701791185.753761,9999
1701791187.7618098,9999
1701791189.767361,9999
1701791191.7741172,9999
1701791193.779701,9999
1701791195.789611,9999
1701791197.804266,9999
1701791199.8291829,9999
1701791201.833034,9999
1701791203.835767,9999
1701791205.842935,9999
1701791207.849799,9999
1701791209.8577821,9999
1701791211.867284,9999
1701791213.880367,9999
1701791215.888713,9999
1701791217.896547,9999
1701791219.9034848,9999
1701791221.910006,9999
1701791223.9188402,9999
1701791225.928532,9999
1701791227.935682,9999
1701791229.94242,9999
1701791231.94958,9999
1701791233.9580631,9999
1701791235.9682019,9999
1701791237.975952,9999
1701791239.982652,9999
1701791241.9937658,9999
1701791244.002283,9999
1701791246.0136268,9999
1701791248.028044,9999
1701791250.037635,9999
1701791252.044637,9999
1701791254.053189,9999
1701791256.059772,9999
1701791258.073465,9999
1701791260.0796869,9999
1701791262.088824,9999
1701791264.0970109,9999
1701791266.105012,9999
1701791268.113461,9999
1701791270.1170151,9999
1701791272.130832,9999
1701791274.1457112,9999
1701791276.157685,9999
1701791278.1651158,9999
1701791280.1737568,9999
1701791282.188587,9999
1701791284.19634,9999
1701791286.2032661,9999
1701791288.21448,9999
1701791290.221431,9999
1701791292.22829,9999
1701791294.235737,9999
1701791296.23806,9999
1701791298.24018,9999
1701791300.246537,9999
1701791302.2531378,9999
1701791304.256696,9999
1701791306.263283,9999
1701791308.27006,9999
1701791310.275297,9999
1701791312.2838569,9999
1701791314.29341,9999
1701791316.30176,9999
1701791318.30957,9999
1701791320.31847,9999
1701791322.331018,9999
1701791324.342484,9999
1701791326.349657,9999
1701791328.3561962,9999
1701791330.364473,9999
1701791332.3704598,9999
1701791334.374488,9999
1701791336.382856,9999
1701791338.391702,9999
1701791340.3983731,9999
1701791342.401375,9999
1701791344.411128,9999
1701791346.417629,9999
1701791348.425675,9999
1701791350.429964,9999
1701791352.439809,9999
1701791354.449279,9999
1701791356.45438,9999
1701791358.4617321,9999
1701791360.469538,9999
1701791362.477771,9999
1701791364.484053,9999
1701791366.493458,9999
1701791368.500521,9999
1701791370.506936,9999
1701791372.513396,9999
1701791374.523628,9999
1701791376.532583,9999
1701791378.539558,9999
1701791380.548485,9999
1701791382.550312,9999
1701791384.554262,9999
1701791386.560713,9999
1701791388.566787,9999
1701791390.5734332,9999
1701791392.580519,9999
1701791394.587133,9999
1701791396.5924869,9999
1701791398.5989099,9999
1701791400.604506,9999
1701791402.60883,9999
1701791404.615248,9999
1701791406.6217558,9999
1701791408.628296,9999
1701791410.635817,9999
1701791412.642142,9999
1701791414.6458108,9999
1701791416.650408,9999
1701791418.655891,9999
1701791420.661708,9999
1701791422.6674838,9999
1701791424.6765912,9999
1701791426.686122,9999
1701791428.696409,9999
1701791430.698547,9999
1701791432.704963,9999
1701791434.7130492,9999
1701791436.720662,9999
